Venue,Court,Date,Time Start,Time End
Venue 1,Court 1,2020-04-06,09h15,13h35
Venue 1,Court 1,2020-04-06,17h45,20h10
Venue 1,Court 1,2020-04-06,21h15,22h15
Venue 2,Court 0,2020-04-06,15h55,21h50
Venue 2,Court 0,2020-04-06,21h55,22h55
Venue 3,Court 0,2020-04-06,21h50,22h50
Venue 3,Court 1,2020-04-06,19h35,20h40
Venue 3,Court 1,2020-04-06,20h55,22h10
Venue 3,Court 2,2020-04-06,14h00,16h05
Venue 3,Court 2,2020-04-06,20h05,22h45
Venue 4,Court 0,2020-04-06,21h15,22h45
Venue 4,Court 1,2020-04-06,13h30,15h30
Venue 4,Court 1,2020-04-06,21h50,22h50
Venue 5,Court 0,2020-04-06,16h40,20h50
Venue 5,Court 0,2020-04-06,21h40,22h50
Venue 5,Court 1,2020-04-06,10h15,15h25
Venue 5,Court 1,2020-04-06,18h40,22h50
Venue 6,Court 0,2020-04-06,12h35,18h25
Venue 6,Court 0,2020-04-06,21h00,22h35
Venue 7,Court 0,2020-04-06,09h40,12h30
Venue 7,Court 0,2020-04-06,12h40,19h55
Venue 7,Court 0,2020-04-06,20h45,22h45
Venue 7,Court 1,2020-04-06,16h05,20h35
Venue 7,Court 1,2020-04-06,20h55,22h05
Venue 8,Court 0,2020-04-06,12h20,16h35
Venue 8,Court 0,2020-04-06,19h35,21h30
Venue 8,Court 0,2020-04-06,21h50,22h50
Venue 9,Court 0,2020-04-06,21h45,22h45
Venue 9,Court 1,2020-04-06,20h15,22h25
Venue 10,Court 0,2020-04-06,12h25,21h10
Venue 10,Court 0,2020-04-06,21h35,22h45
Venue 11,Court 0,2020-04-06,10h55,16h35
Venue 11,Court 0,2020-04-06,21h45,22h50
Venue 12,Court 0,2020-04-06,21h55,22h55
Venue 12,Court 1,2020-04-06,17h40,21h50
Venue 12,Court 1,2020-04-06,21h55,22h55
Venue 13,Court 0,2020-04-06,20h50,22h50
Venue 0,Court 0,2020-04-07,12h10,21h45
Venue 0,Court 0,2020-04-07,21h45,22h45
Venue 1,Court 0,2020-04-07,10h45,22h35
Venue 1,Court 1,2020-04-07,14h15,19h15
Venue 1,Court 1,2020-04-07,20h40,21h40
Venue 1,Court 1,2020-04-07,21h55,22h55
Venue 2,Court 0,2020-04-07,16h15,17h40
Venue 2,Court 0,2020-04-07,18h40,19h45
Venue 2,Court 0,2020-04-07,20h20,21h35
Venue 2,Court 0,2020-04-07,21h40,22h40
Venue 3,Court 0,2020-04-07,16h55,19h30
Venue 3,Court 0,2020-04-07,20h10,21h40
Venue 3,Court 0,2020-04-07,21h55,22h55
Venue 3,Court 1,2020-04-07,11h05,17h05
Venue 3,Court 1,2020-04-07,20h40,22h50
Venue 3,Court 2,2020-04-07,16h35,18h05
Venue 3,Court 2,2020-04-07,19h45,22h00
Venue 4,Court 0,2020-04-07,15h35,18h55
Venue 4,Court 0,2020-04-07,21h55,22h55
Venue 4,Court 1,2020-04-07,10h25,12h45
Venue 4,Court 1,2020-04-07,16h55,21h50
Venue 4,Court 1,2020-04-07,21h55,22h55
Venue 5,Court 0,2020-04-07,14h40,17h10
Venue 5,Court 0,2020-04-07,20h55,22h10
Venue 5,Court 1,2020-04-07,21h55,22h55
Venue 6,Court 0,2020-04-07,17h50,22h10
Venue 7,Court 0,2020-04-07,16h45,18h05
Venue 7,Court 0,2020-04-07,18h20,20h25
Venue 7,Court 0,2020-04-07,20h45,22h45
Venue 7,Court 1,2020-04-07,21h55,22h55
Venue 8,Court 0,2020-04-07,12h10,15h00
Venue 8,Court 0,2020-04-07,19h40,21h45
Venue 8,Court 0,2020-04-07,21h45,22h50
Venue 9,Court 0,2020-04-07,10h20,14h50
Venue 9,Court 0,2020-04-07,16h50,18h00
Venue 9,Court 0,2020-04-07,21h05,22h05
Venue 9,Court 1,2020-04-07,09h15,19h30
Venue 9,Court 1,2020-04-07,21h55,22h55
Venue 10,Court 0,2020-04-07,17h45,21h35
Venue 10,Court 0,2020-04-07,21h50,22h50
Venue 11,Court 0,2020-04-07,19h35,21h25
Venue 11,Court 0,2020-04-07,21h45,22h50
Venue 12,Court 0,2020-04-07,19h25,21h15
Venue 12,Court 0,2020-04-07,21h50,22h50
Venue 12,Court 1,2020-04-07,11h30,13h05
Venue 12,Court 1,2020-04-07,19h05,22h25
Venue 13,Court 0,2020-04-07,11h30,17h55
Venue 13,Court 0,2020-04-07,19h10,22h15
Venue 0,Court 0,2020-04-08,13h10,15h20
Venue 0,Court 0,2020-04-08,20h10,22h00
Venue 1,Court 0,2020-04-08,13h50,15h55
Venue 1,Court 0,2020-04-08,18h10,19h50
Venue 1,Court 0,2020-04-08,20h00,21h50
Venue 1,Court 0,2020-04-08,21h50,22h50
Venue 1,Court 1,2020-04-08,09h55,22h05
Venue 2,Court 0,2020-04-08,15h55,17h25
Venue 2,Court 0,2020-04-08,17h35,20h15
Venue 2,Court 0,2020-04-08,21h35,22h50
Venue 3,Court 0,2020-04-08,08h45,21h30
Venue 3,Court 0,2020-04-08,21h50,22h50
Venue 3,Court 1,2020-04-08,21h10,22h30
Venue 3,Court 2,2020-04-08,19h55,21h05
Venue 3,Court 2,2020-04-08,21h15,22h25
Venue 4,Court 0,2020-04-08,21h55,22h55
Venue 4,Court 1,2020-04-08,19h40,21h35
Venue 4,Court 1,2020-04-08,21h40,22h45
Venue 5,Court 0,2020-04-08,18h40,22h30
Venue 5,Court 1,2020-04-08,13h35,16h25
Venue 5,Court 1,2020-04-08,21h45,22h50
Venue 6,Court 0,2020-04-08,13h05,22h25
Venue 7,Court 0,2020-04-08,16h45,20h00
Venue 7,Court 0,2020-04-08,21h25,22h40
Venue 7,Court 1,2020-04-08,14h40,20h15
Venue 7,Court 1,2020-04-08,21h30,22h40
Venue 8,Court 0,2020-04-08,10h50,20h05
Venue 8,Court 0,2020-04-08,21h10,22h45
Venue 9,Court 0,2020-04-08,09h10,21h55
Venue 9,Court 0,2020-04-08,21h55,22h55
Venue 9,Court 1,2020-04-08,19h35,22h30
Venue 10,Court 0,2020-04-08,21h25,22h25
Venue 11,Court 0,2020-04-08,20h05,21h50
Venue 11,Court 0,2020-04-08,21h55,22h55
Venue 12,Court 0,2020-04-08,19h40,21h05
Venue 12,Court 0,2020-04-08,21h15,22h35
Venue 12,Court 1,2020-04-08,08h25,13h10
Venue 12,Court 1,2020-04-08,19h05,21h05
Venue 12,Court 1,2020-04-08,21h15,22h20
Venue 13,Court 0,2020-04-08,12h45,18h15
Venue 13,Court 0,2020-04-08,20h10,21h25
Venue 13,Court 0,2020-04-08,21h50,22h50
Venue 0,Court 0,2020-04-09,21h35,22h40
Venue 1,Court 0,2020-04-09,08h05,10h10
Venue 1,Court 0,2020-04-09,21h40,22h50
Venue 1,Court 1,2020-04-09,20h50,22h30
Venue 2,Court 0,2020-04-09,12h05,15h55
Venue 2,Court 0,2020-04-09,18h05,19h15
Venue 2,Court 0,2020-04-09,21h30,22h40
Venue 3,Court 0,2020-04-09,14h05,16h55
Venue 3,Court 0,2020-04-09,20h25,22h15
Venue 3,Court 1,2020-04-09,18h10,19h25
Venue 3,Court 1,2020-04-09,21h50,22h50
Venue 3,Court 2,2020-04-09,19h45,22h30
Venue 4,Court 0,2020-04-09,14h55,22h10
Venue 4,Court 1,2020-04-09,11h15,22h40
Venue 5,Court 0,2020-04-09,15h40,18h15
Venue 5,Court 0,2020-04-09,19h40,21h10
Venue 5,Court 0,2020-04-09,21h30,22h45
Venue 5,Court 1,2020-04-09,21h10,22h45
Venue 6,Court 0,2020-04-09,18h35,22h40
Venue 7,Court 0,2020-04-09,08h40,13h00
Venue 7,Court 0,2020-04-09,19h50,21h45
Venue 7,Court 0,2020-04-09,21h55,22h55
Venue 7,Court 1,2020-04-09,16h20,18h15
Venue 7,Court 1,2020-04-09,18h20,21h35
Venue 7,Court 1,2020-04-09,21h35,22h35
Venue 8,Court 0,2020-04-09,15h15,16h45
Venue 8,Court 0,2020-04-09,18h10,22h25
Venue 9,Court 0,2020-04-09,09h40,13h00
Venue 9,Court 0,2020-04-09,16h00,22h50
Venue 9,Court 1,2020-04-09,11h25,17h00
Venue 9,Court 1,2020-04-09,19h10,21h00
Venue 9,Court 1,2020-04-09,21h50,22h50
Venue 10,Court 0,2020-04-09,16h00,17h10
Venue 10,Court 0,2020-04-09,17h25,18h40
Venue 10,Court 0,2020-04-09,20h55,22h05
Venue 11,Court 0,2020-04-09,16h40,20h35
Venue 11,Court 0,2020-04-09,21h50,22h50
Venue 12,Court 0,2020-04-09,20h35,21h55
Venue 12,Court 0,2020-04-09,21h55,22h55
Venue 12,Court 1,2020-04-09,18h30,22h30
Venue 13,Court 0,2020-04-09,19h15,21h15
Venue 13,Court 0,2020-04-09,21h20,22h45
Venue 0,Court 0,2020-04-10,09h55,19h15
Venue 0,Court 0,2020-04-10,19h30,22h05
Venue 1,Court 0,2020-04-10,20h00,21h05
Venue 1,Court 0,2020-04-10,21h10,22h40
Venue 1,Court 1,2020-04-10,18h35,22h00
Venue 2,Court 0,2020-04-10,12h10,15h40
Venue 2,Court 0,2020-04-10,17h55,19h55
Venue 2,Court 0,2020-04-10,20h25,21h45
Venue 2,Court 0,2020-04-10,21h45,22h45
Venue 3,Court 0,2020-04-10,21h55,22h55
Venue 3,Court 1,2020-04-10,09h40,15h00
Venue 3,Court 1,2020-04-10,17h05,18h05
Venue 3,Court 1,2020-04-10,21h10,22h25
Venue 3,Court 2,2020-04-10,14h45,19h00
Venue 3,Court 2,2020-04-10,19h30,21h35
Venue 3,Court 2,2020-04-10,21h50,22h50
Venue 4,Court 0,2020-04-10,08h15,10h20
Venue 4,Court 0,2020-04-10,15h25,17h05
Venue 4,Court 0,2020-04-10,21h45,22h50
Venue 4,Court 1,2020-04-10,15h10,18h20
Venue 4,Court 1,2020-04-10,20h00,21h45
Venue 4,Court 1,2020-04-10,21h50,22h50
Venue 5,Court 0,2020-04-10,18h05,21h00
Venue 5,Court 0,2020-04-10,21h30,22h30
Venue 5,Court 1,2020-04-10,09h20,11h20
Venue 5,Court 1,2020-04-10,13h15,15h10
Venue 5,Court 1,2020-04-10,19h25,22h10
Venue 6,Court 0,2020-04-10,11h35,22h05
Venue 7,Court 0,2020-04-10,20h40,22h50
Venue 7,Court 1,2020-04-10,21h00,22h50
Venue 8,Court 0,2020-04-10,08h10,19h10
Venue 8,Court 0,2020-04-10,20h05,21h50
Venue 8,Court 0,2020-04-10,21h50,22h50
Venue 9,Court 0,2020-04-10,20h40,22h00
Venue 9,Court 1,2020-04-10,19h20,21h40
Venue 9,Court 1,2020-04-10,21h45,22h45
Venue 10,Court 0,2020-04-10,16h05,17h10
Venue 10,Court 0,2020-04-10,17h55,20h05
Venue 10,Court 0,2020-04-10,21h10,22h15
Venue 11,Court 0,2020-04-10,12h45,21h10
Venue 11,Court 0,2020-04-10,21h55,22h55
Venue 12,Court 0,2020-04-10,14h05,16h10
Venue 12,Court 0,2020-04-10,17h15,22h25
Venue 12,Court 1,2020-04-10,20h10,21h25
Venue 12,Court 1,2020-04-10,21h45,22h50
Venue 13,Court 0,2020-04-10,21h25,22h40
Venue 0,Court 0,2020-04-11,13h55,19h25
Venue 0,Court 0,2020-04-11,20h40,22h00
Venue 1,Court 0,2020-04-11,11h35,16h35
Venue 1,Court 0,2020-04-11,20h40,22h20
Venue 1,Court 1,2020-04-11,09h15,11h55
Venue 1,Court 1,2020-04-11,20h25,21h55
Venue 1,Court 1,2020-04-11,21h55,22h55
Venue 2,Court 0,2020-04-11,12h15,20h20
Venue 2,Court 0,2020-04-11,21h00,22h20
Venue 3,Court 0,2020-04-11,17h45,22h10
Venue 3,Court 1,2020-04-11,17h40,21h50
Venue 3,Court 1,2020-04-11,21h50,22h50
Venue 3,Court 2,2020-04-11,18h45,22h10
Venue 4,Court 0,2020-04-11,21h20,22h20
Venue 4,Court 1,2020-04-11,21h10,22h45
Venue 5,Court 0,2020-04-11,09h55,18h50
Venue 5,Court 0,2020-04-11,21h55,22h55
Venue 5,Court 1,2020-04-11,10h30,20h10
Venue 5,Court 1,2020-04-11,21h05,22h10
Venue 6,Court 0,2020-04-11,20h10,22h10
Venue 7,Court 0,2020-04-11,21h05,22h10
Venue 7,Court 1,2020-04-11,12h55,15h10
Venue 7,Court 1,2020-04-11,17h25,18h45
Venue 7,Court 1,2020-04-11,19h10,22h45
Venue 8,Court 0,2020-04-11,13h05,17h05
Venue 8,Court 0,2020-04-11,18h15,20h40
Venue 8,Court 0,2020-04-11,21h35,22h45
Venue 9,Court 0,2020-04-11,09h25,14h50
Venue 9,Court 0,2020-04-11,19h55,22h35
Venue 9,Court 1,2020-04-11,08h55,19h25
Venue 9,Court 1,2020-04-11,21h10,22h35
Venue 10,Court 0,2020-04-11,15h40,22h20
Venue 11,Court 0,2020-04-11,08h35,14h20
Venue 11,Court 0,2020-04-11,16h20,20h00
Venue 11,Court 0,2020-04-11,21h00,22h45
Venue 12,Court 0,2020-04-11,17h50,19h45
Venue 12,Court 0,2020-04-11,20h45,21h50
Venue 12,Court 0,2020-04-11,21h50,22h50
Venue 12,Court 1,2020-04-11,20h20,21h40
Venue 12,Court 1,2020-04-11,21h55,22h55
Venue 13,Court 0,2020-04-11,10h20,17h00
Venue 13,Court 0,2020-04-11,18h40,20h55
Venue 13,Court 0,2020-04-11,21h00,22h25
Venue 0,Court 0,2020-04-12,14h25,22h50
Venue 1,Court 0,2020-04-12,12h15,20h50
Venue 1,Court 0,2020-04-12,21h50,22h50
Venue 1,Court 1,2020-04-12,08h05,14h20
Venue 1,Court 1,2020-04-12,18h55,22h40
Venue 2,Court 0,2020-04-12,08h05,22h05
Venue 3,Court 0,2020-04-12,12h00,20h55
Venue 3,Court 0,2020-04-12,21h20,22h30
Venue 3,Court 1,2020-04-12,13h20,17h10
Venue 3,Court 1,2020-04-12,19h50,22h35
Venue 3,Court 2,2020-04-12,09h00,14h15
Venue 3,Court 2,2020-04-12,18h15,20h15
Venue 3,Court 2,2020-04-12,20h15,21h20
Venue 3,Court 2,2020-04-12,21h40,22h45
Venue 4,Court 0,2020-04-12,10h35,19h15
Venue 4,Court 0,2020-04-12,21h50,22h50
Venue 4,Court 1,2020-04-12,11h30,20h50
Venue 4,Court 1,2020-04-12,21h10,22h10
Venue 5,Court 0,2020-04-12,18h00,19h40
Venue 5,Court 0,2020-04-12,20h10,21h25
Venue 5,Court 0,2020-04-12,21h35,22h50
Venue 5,Court 1,2020-04-12,17h55,21h20
Venue 5,Court 1,2020-04-12,21h55,22h55
Venue 6,Court 0,2020-04-12,09h00,11h35
Venue 6,Court 0,2020-04-12,15h55,21h05
Venue 6,Court 0,2020-04-12,21h35,22h50
Venue 7,Court 0,2020-04-12,17h15,21h30
Venue 7,Court 0,2020-04-12,21h35,22h45
Venue 7,Court 1,2020-04-12,16h50,18h40
Venue 7,Court 1,2020-04-12,18h45,22h50
Venue 8,Court 0,2020-04-12,19h00,21h10
Venue 8,Court 0,2020-04-12,21h20,22h45
Venue 9,Court 0,2020-04-12,18h55,22h45
Venue 9,Court 1,2020-04-12,14h10,21h55
Venue 9,Court 1,2020-04-12,21h55,22h55
Venue 10,Court 0,2020-04-12,17h45,19h30
Venue 10,Court 0,2020-04-12,20h15,21h40
Venue 10,Court 0,2020-04-12,21h45,22h45
Venue 11,Court 0,2020-04-12,17h05,18h15
Venue 11,Court 0,2020-04-12,20h00,21h15
Venue 11,Court 0,2020-04-12,21h35,22h50
Venue 12,Court 0,2020-04-12,17h45,20h50
Venue 12,Court 0,2020-04-12,21h25,22h50
Venue 12,Court 1,2020-04-12,10h30,13h30
Venue 12,Court 1,2020-04-12,20h30,22h00
Venue 13,Court 0,2020-04-12,18h35,21h40
Venue 13,Court 0,2020-04-12,21h50,22h50
Venue 0,Court 0,2020-04-13,11h40,19h25
Venue 0,Court 0,2020-04-13,19h30,21h25
Venue 0,Court 0,2020-04-13,21h45,22h50
Venue 1,Court 0,2020-04-13,20h00,21h55
Venue 1,Court 0,2020-04-13,21h55,22h55
Venue 1,Court 1,2020-04-13,16h15,19h15
Venue 1,Court 1,2020-04-13,20h10,22h00
Venue 2,Court 0,2020-04-13,10h10,21h30
Venue 2,Court 0,2020-04-13,21h45,22h50
Venue 3,Court 0,2020-04-13,14h15,16h10
Venue 3,Court 0,2020-04-13,17h50,19h40
Venue 3,Court 0,2020-04-13,19h50,21h15
Venue 3,Court 0,2020-04-13,21h50,22h50
Venue 3,Court 1,2020-04-13,21h30,22h35
Venue 3,Court 2,2020-04-13,11h05,16h45
Venue 3,Court 2,2020-04-13,20h30,22h05
Venue 4,Court 0,2020-04-13,21h40,22h50
Venue 4,Court 1,2020-04-13,21h35,22h40
Venue 5,Court 0,2020-04-13,18h35,20h00
Venue 5,Court 0,2020-04-13,20h00,21h40
Venue 5,Court 0,2020-04-13,21h55,22h55
Venue 5,Court 1,2020-04-13,15h55,17h35
Venue 5,Court 1,2020-04-13,17h35,20h00
Venue 5,Court 1,2020-04-13,21h30,22h40
Venue 6,Court 0,2020-04-13,15h20,22h10
Venue 7,Court 0,2020-04-13,18h25,20h55
Venue 7,Court 0,2020-04-13,21h30,22h40
Venue 7,Court 1,2020-04-13,16h30,22h00
Venue 8,Court 0,2020-04-13,15h00,17h20
Venue 8,Court 0,2020-04-13,18h55,20h20
Venue 8,Court 0,2020-04-13,21h15,22h20
Venue 9,Court 0,2020-04-13,14h35,17h25
Venue 9,Court 0,2020-04-13,17h50,22h00
Venue 9,Court 1,2020-04-13,08h05,16h25
Venue 9,Court 1,2020-04-13,17h55,21h40
Venue 9,Court 1,2020-04-13,21h40,22h40
Venue 10,Court 0,2020-04-13,13h35,20h35
Venue 10,Court 0,2020-04-13,21h20,22h35
Venue 11,Court 0,2020-04-13,18h20,20h00
Venue 11,Court 0,2020-04-13,20h40,22h50
Venue 12,Court 0,2020-04-13,11h00,21h25
Venue 12,Court 0,2020-04-13,21h55,22h55
Venue 12,Court 1,2020-04-13,13h25,17h00
Venue 12,Court 1,2020-04-13,19h35,22h20
Venue 13,Court 0,2020-04-13,08h30,21h20
Venue 13,Court 0,2020-04-13,21h20,22h20
Venue 0,Court 0,2020-04-14,14h30,22h05
Venue 1,Court 0,2020-04-14,09h30,15h10
Venue 1,Court 0,2020-04-14,15h45,21h40
Venue 1,Court 0,2020-04-14,21h45,22h45
Venue 1,Court 1,2020-04-14,17h40,22h45
Venue 2,Court 0,2020-04-14,17h10,22h20
Venue 3,Court 0,2020-04-14,17h25,18h35
Venue 3,Court 0,2020-04-14,19h05,21h20
Venue 3,Court 0,2020-04-14,21h35,22h45
Venue 3,Court 1,2020-04-14,17h55,20h45
Venue 3,Court 1,2020-04-14,21h20,22h30
Venue 3,Court 2,2020-04-14,18h05,19h55
Venue 3,Court 2,2020-04-14,21h55,22h55
Venue 4,Court 0,2020-04-14,18h30,21h35
Venue 4,Court 0,2020-04-14,21h45,22h45
Venue 4,Court 1,2020-04-14,08h20,12h20
Venue 4,Court 1,2020-04-14,17h15,22h00
Venue 5,Court 0,2020-04-14,19h10,22h25
Venue 5,Court 1,2020-04-14,08h55,16h00
Venue 5,Court 1,2020-04-14,18h35,21h55
Venue 5,Court 1,2020-04-14,21h55,22h55
Venue 6,Court 0,2020-04-14,16h45,18h55
Venue 6,Court 0,2020-04-14,21h45,22h50
Venue 7,Court 0,2020-04-14,20h35,22h20
Venue 7,Court 1,2020-04-14,14h45,18h40
Venue 7,Court 1,2020-04-14,21h10,22h30
Venue 8,Court 0,2020-04-14,18h50,20h00
Venue 8,Court 0,2020-04-14,20h15,22h40
Venue 9,Court 0,2020-04-14,20h15,22h40
Venue 9,Court 1,2020-04-14,18h35,20h20
Venue 9,Court 1,2020-04-14,21h00,22h15
Venue 10,Court 0,2020-04-14,11h25,21h40
Venue 10,Court 0,2020-04-14,21h50,22h50
Venue 11,Court 0,2020-04-14,16h35,20h10
Venue 11,Court 0,2020-04-14,21h45,22h50
Venue 12,Court 0,2020-04-14,21h35,22h50
Venue 12,Court 1,2020-04-14,18h20,20h20
Venue 12,Court 1,2020-04-14,21h00,22h45
Venue 13,Court 0,2020-04-14,16h55,21h00
Venue 13,Court 0,2020-04-14,21h55,22h55
Venue 0,Court 0,2020-04-15,20h40,22h25
Venue 1,Court 0,2020-04-15,21h45,22h50
Venue 1,Court 1,2020-04-15,16h50,18h20
Venue 1,Court 1,2020-04-15,21h00,22h40
Venue 2,Court 0,2020-04-15,19h40,20h50
Venue 2,Court 0,2020-04-15,21h40,22h45
Venue 3,Court 0,2020-04-15,10h30,21h10
Venue 3,Court 0,2020-04-15,21h25,22h40
Venue 3,Court 1,2020-04-15,09h10,15h05
Venue 3,Court 1,2020-04-15,17h40,19h10
Venue 3,Court 1,2020-04-15,19h40,21h00
Venue 3,Court 1,2020-04-15,21h30,22h40
Venue 3,Court 2,2020-04-15,10h35,18h05
Venue 3,Court 2,2020-04-15,21h15,22h15
Venue 4,Court 0,2020-04-15,19h25,21h20
Venue 4,Court 0,2020-04-15,21h40,22h40
Venue 4,Court 1,2020-04-15,15h55,17h55
Venue 4,Court 1,2020-04-15,20h55,22h35
Venue 5,Court 0,2020-04-15,15h50,17h15
Venue 5,Court 0,2020-04-15,21h15,22h25
Venue 5,Court 1,2020-04-15,17h20,20h30
Venue 5,Court 1,2020-04-15,20h35,22h00
Venue 6,Court 0,2020-04-15,17h30,19h10
Venue 6,Court 0,2020-04-15,19h55,21h00
Venue 6,Court 0,2020-04-15,21h40,22h50
Venue 7,Court 0,2020-04-15,08h00,18h55
Venue 7,Court 0,2020-04-15,19h35,21h05
Venue 7,Court 0,2020-04-15,21h20,22h40
Venue 7,Court 1,2020-04-15,08h35,19h20
Venue 7,Court 1,2020-04-15,20h20,22h25
Venue 8,Court 0,2020-04-15,14h55,19h00
Venue 8,Court 0,2020-04-15,19h50,21h30
Venue 8,Court 0,2020-04-15,21h30,22h30
Venue 9,Court 0,2020-04-15,15h45,18h50
Venue 9,Court 0,2020-04-15,21h10,22h15
Venue 9,Court 1,2020-04-15,12h55,19h25
Venue 9,Court 1,2020-04-15,19h40,22h25
Venue 10,Court 0,2020-04-15,19h30,20h45
Venue 10,Court 0,2020-04-15,20h45,21h55
Venue 10,Court 0,2020-04-15,21h55,22h55
Venue 11,Court 0,2020-04-15,20h20,22h15
Venue 12,Court 0,2020-04-15,17h30,20h20
Venue 12,Court 0,2020-04-15,21h20,22h20
Venue 12,Court 1,2020-04-15,08h55,14h00
Venue 12,Court 1,2020-04-15,14h35,21h15
Venue 12,Court 1,2020-04-15,21h25,22h25
Venue 13,Court 0,2020-04-15,15h05,17h45
Venue 13,Court 0,2020-04-15,18h40,22h00
Venue 0,Court 0,2020-04-16,21h45,22h45
Venue 1,Court 0,2020-04-16,13h20,19h45
Venue 1,Court 0,2020-04-16,19h50,21h40
Venue 1,Court 0,2020-04-16,21h55,22h55
Venue 1,Court 1,2020-04-16,16h45,20h35
Venue 1,Court 1,2020-04-16,20h45,22h00
Venue 2,Court 0,2020-04-16,15h35,21h00
Venue 2,Court 0,2020-04-16,21h50,22h50
Venue 3,Court 0,2020-04-16,10h00,21h50
Venue 3,Court 0,2020-04-16,21h55,22h55
Venue 3,Court 1,2020-04-16,17h05,19h55
Venue 3,Court 1,2020-04-16,20h45,22h25
Venue 3,Court 2,2020-04-16,14h20,16h30
Venue 3,Court 2,2020-04-16,19h40,20h50
Venue 3,Court 2,2020-04-16,20h55,22h45
Venue 4,Court 0,2020-04-16,14h55,22h40
Venue 4,Court 1,2020-04-16,09h30,18h55
Venue 4,Court 1,2020-04-16,21h15,22h30
Venue 5,Court 0,2020-04-16,17h45,20h25
Venue 5,Court 0,2020-04-16,21h05,22h50
Venue 5,Court 1,2020-04-16,16h55,18h35
Venue 5,Court 1,2020-04-16,21h05,22h25
Venue 6,Court 0,2020-04-16,08h30,12h50
Venue 6,Court 0,2020-04-16,20h20,22h15
Venue 7,Court 0,2020-04-16,21h25,22h45
Venue 7,Court 1,2020-04-16,14h50,22h25
Venue 8,Court 0,2020-04-16,16h10,21h55
Venue 8,Court 0,2020-04-16,21h55,22h55
Venue 9,Court 0,2020-04-16,21h55,22h55
Venue 9,Court 1,2020-04-16,17h15,22h35
Venue 10,Court 0,2020-04-16,12h05,21h35
Venue 10,Court 0,2020-04-16,21h45,22h50
Venue 11,Court 0,2020-04-16,09h25,15h25
Venue 11,Court 0,2020-04-16,18h15,20h15
Venue 11,Court 0,2020-04-16,20h40,21h50
Venue 11,Court 0,2020-04-16,21h50,22h50
Venue 12,Court 0,2020-04-16,14h10,20h20
Venue 12,Court 0,2020-04-16,21h55,22h55
Venue 12,Court 1,2020-04-16,21h10,22h10
Venue 13,Court 0,2020-04-16,16h40,19h20
Venue 13,Court 0,2020-04-16,21h20,22h40
Venue 0,Court 0,2020-04-17,09h05,10h05
Venue 0,Court 0,2020-04-17,18h15,19h25
Venue 0,Court 0,2020-04-17,20h45,21h55
Venue 0,Court 0,2020-04-17,21h55,22h55
Venue 1,Court 0,2020-04-17,13h55,16h35
Venue 1,Court 0,2020-04-17,19h05,20h40
Venue 1,Court 0,2020-04-17,20h50,22h40
Venue 1,Court 1,2020-04-17,10h45,22h00
Venue 2,Court 0,2020-04-17,09h15,16h45
Venue 2,Court 0,2020-04-17,19h45,21h55
Venue 2,Court 0,2020-04-17,21h55,22h55
Venue 3,Court 0,2020-04-17,16h55,20h40
Venue 3,Court 0,2020-04-17,21h05,22h40
Venue 3,Court 1,2020-04-17,09h30,15h45
Venue 3,Court 1,2020-04-17,18h05,19h40
Venue 3,Court 1,2020-04-17,21h20,22h35
Venue 3,Court 2,2020-04-17,18h30,22h30
Venue 4,Court 0,2020-04-17,08h50,11h35
Venue 4,Court 0,2020-04-17,13h45,16h45
Venue 4,Court 0,2020-04-17,20h55,22h50
Venue 4,Court 1,2020-04-17,08h55,14h05
Venue 4,Court 1,2020-04-17,15h15,19h40
Venue 4,Court 1,2020-04-17,19h55,22h45
Venue 5,Court 0,2020-04-17,13h45,18h35
Venue 5,Court 0,2020-04-17,19h05,21h20
Venue 5,Court 0,2020-04-17,21h20,22h20
Venue 5,Court 1,2020-04-17,20h25,22h35
Venue 6,Court 0,2020-04-17,11h30,15h35
Venue 6,Court 0,2020-04-17,18h40,22h40
Venue 7,Court 0,2020-04-17,18h10,20h20
Venue 7,Court 0,2020-04-17,21h55,22h55
Venue 7,Court 1,2020-04-17,14h25,20h40
Venue 7,Court 1,2020-04-17,21h25,22h35
Venue 8,Court 0,2020-04-17,19h20,22h25
Venue 9,Court 0,2020-04-17,12h50,18h30
Venue 9,Court 0,2020-04-17,18h45,19h45
Venue 9,Court 0,2020-04-17,21h30,22h40
Venue 9,Court 1,2020-04-17,13h20,14h45
Venue 9,Court 1,2020-04-17,16h30,19h45
Venue 9,Court 1,2020-04-17,20h40,22h00
Venue 10,Court 0,2020-04-17,14h10,18h15
Venue 10,Court 0,2020-04-17,19h55,21h10
Venue 10,Court 0,2020-04-17,21h15,22h25
Venue 11,Court 0,2020-04-17,19h10,21h40
Venue 11,Court 0,2020-04-17,21h50,22h50
Venue 12,Court 0,2020-04-17,15h30,20h35
Venue 12,Court 0,2020-04-17,21h45,22h45
Venue 12,Court 1,2020-04-17,18h05,21h30
Venue 12,Court 1,2020-04-17,21h55,22h55
Venue 13,Court 0,2020-04-17,12h35,20h15
Venue 13,Court 0,2020-04-17,21h55,22h55
Venue 0,Court 0,2020-04-18,08h55,16h40
Venue 0,Court 0,2020-04-18,16h45,19h20
Venue 0,Court 0,2020-04-18,21h20,22h20
Venue 1,Court 0,2020-04-18,10h40,12h10
Venue 1,Court 0,2020-04-18,13h20,21h50
Venue 1,Court 0,2020-04-18,21h50,22h50
