Venue,Court,Date,Time Start,Time End
Venue 7,Court 1,2020-03-31,16h40,20h50
Venue 7,Court 1,2020-03-31,21h40,22h50
Venue 7,Court 2,2020-03-31,10h15,15h25
Venue 7,Court 2,2020-03-31,18h40,22h50
Venue 8,Court 0,2020-03-31,12h35,18h25
Venue 8,Court 0,2020-03-31,21h00,22h35
Venue 8,Court 1,2020-03-31,09h40,12h30
Venue 8,Court 1,2020-03-31,12h40,19h55
Venue 8,Court 1,2020-03-31,20h45,22h45
Venue 9,Court 0,2020-03-31,16h05,20h35
Venue 9,Court 0,2020-03-31,20h55,22h05
Venue 9,Court 1,2020-03-31,12h20,16h35
Venue 9,Court 1,2020-03-31,19h35,21h30
Venue 9,Court 1,2020-03-31,21h50,22h50
Venue 10,Court 0,2020-03-31,21h45,22h45
Venue 10,Court 1,2020-03-31,20h15,22h25
Venue 11,Court 0,2020-03-31,12h25,21h10
Venue 11,Court 0,2020-03-31,21h35,22h45
Venue 12,Court 0,2020-03-31,10h55,16h35
Venue 12,Court 0,2020-03-31,21h45,22h50
Venue 12,Court 1,2020-03-31,21h55,22h55
Venue 12,Court 2,2020-03-31,17h40,21h50
Venue 12,Court 2,2020-03-31,21h55,22h55
Venue 13,Court 0,2020-03-31,20h50,22h50
Venue 14,Court 0,2020-03-31,12h10,21h45
Venue 14,Court 0,2020-03-31,21h45,22h45
Venue 14,Court 1,2020-03-31,10h45,22h35
Venue 15,Court 0,2020-03-31,14h15,19h15
Venue 15,Court 0,2020-03-31,20h40,21h40
Venue 15,Court 0,2020-03-31,21h55,22h55
Venue 15,Court 1,2020-03-31,16h15,17h40
Venue 15,Court 1,2020-03-31,18h40,19h45
Venue 15,Court 1,2020-03-31,20h20,21h35
Venue 15,Court 1,2020-03-31,21h40,22h40
Venue 16,Court 0,2020-03-31,16h55,19h30
Venue 16,Court 0,2020-03-31,20h10,21h40
Venue 16,Court 0,2020-03-31,21h55,22h55
Venue 16,Court 1,2020-03-31,11h05,17h05
Venue 16,Court 1,2020-03-31,20h40,22h50
Venue 16,Court 2,2020-03-31,16h35,18h05
Venue 16,Court 2,2020-03-31,19h45,22h00
Venue 16,Court 3,2020-03-31,15h35,18h55
Venue 16,Court 3,2020-03-31,21h55,22h55
Venue 17,Court 0,2020-03-31,10h25,12h45
Venue 17,Court 0,2020-03-31,16h55,21h50
Venue 17,Court 0,2020-03-31,21h55,22h55
Venue 0,Court 0,2020-04-01,14h40,17h10
Venue 0,Court 0,2020-04-01,20h55,22h10
Venue 1,Court 0,2020-04-01,21h55,22h55
Venue 1,Court 1,2020-04-01,17h50,22h10
Venue 2,Court 0,2020-04-01,16h45,18h05
Venue 2,Court 0,2020-04-01,18h20,20h25
Venue 2,Court 0,2020-04-01,20h45,22h45
Venue 2,Court 1,2020-04-01,21h55,22h55
Venue 2,Court 2,2020-04-01,12h10,15h00
Venue 2,Court 2,2020-04-01,19h40,21h45
Venue 2,Court 2,2020-04-01,21h45,22h50
Venue 2,Court 3,2020-04-01,10h20,14h50
Venue 2,Court 3,2020-04-01,16h50,18h00
Venue 2,Court 3,2020-04-01,21h05,22h05
Venue 2,Court 4,2020-04-01,09h15,19h30
Venue 2,Court 4,2020-04-01,21h55,22h55
Venue 3,Court 0,2020-04-01,17h45,21h35
Venue 3,Court 0,2020-04-01,21h50,22h50
Venue 3,Court 1,2020-04-01,19h35,21h25
Venue 3,Court 1,2020-04-01,21h45,22h50
Venue 4,Court 0,2020-04-01,19h25,21h15
Venue 4,Court 0,2020-04-01,21h50,22h50
Venue 4,Court 1,2020-04-01,11h30,13h05
Venue 4,Court 1,2020-04-01,19h05,22h25
Venue 4,Court 2,2020-04-01,11h30,17h55
Venue 4,Court 2,2020-04-01,19h10,22h15
Venue 5,Court 0,2020-04-01,13h10,15h20
Venue 5,Court 0,2020-04-01,20h10,22h00
Venue 5,Court 1,2020-04-01,13h50,15h55
Venue 5,Court 1,2020-04-01,18h10,19h50
Venue 5,Court 1,2020-04-01,20h00,21h50
Venue 5,Court 1,2020-04-01,21h50,22h50
Venue 6,Court 0,2020-04-01,09h55,22h05
Venue 6,Court 1,2020-04-01,15h55,17h25
Venue 6,Court 1,2020-04-01,17h35,20h15
Venue 6,Court 1,2020-04-01,21h35,22h50
Venue 6,Court 2,2020-04-01,08h45,21h30
Venue 6,Court 2,2020-04-01,21h50,22h50
Venue 7,Court 0,2020-04-01,21h10,22h30
Venue 7,Court 1,2020-04-01,19h55,21h05
Venue 7,Court 1,2020-04-01,21h15,22h25
Venue 7,Court 2,2020-04-01,21h55,22h55
Venue 8,Court 0,2020-04-01,19h40,21h35
Venue 8,Court 0,2020-04-01,21h40,22h45
Venue 8,Court 1,2020-04-01,18h40,22h30
Venue 9,Court 0,2020-04-01,13h35,16h25
Venue 9,Court 0,2020-04-01,21h45,22h50
Venue 9,Court 1,2020-04-01,13h05,22h25
Venue 10,Court 0,2020-04-01,16h45,20h00
Venue 10,Court 0,2020-04-01,21h25,22h40
Venue 10,Court 1,2020-04-01,14h40,20h15
Venue 10,Court 1,2020-04-01,21h30,22h40
Venue 11,Court 0,2020-04-01,10h50,20h05
Venue 11,Court 0,2020-04-01,21h10,22h45
Venue 12,Court 0,2020-04-01,09h10,21h55
Venue 12,Court 0,2020-04-01,21h55,22h55
Venue 12,Court 1,2020-04-01,19h35,22h30
Venue 12,Court 2,2020-04-01,21h25,22h25
Venue 13,Court 0,2020-04-01,20h05,21h50
Venue 13,Court 0,2020-04-01,21h55,22h55
Venue 14,Court 0,2020-04-01,19h40,21h05
Venue 14,Court 0,2020-04-01,21h15,22h35
Venue 14,Court 1,2020-04-01,08h25,13h10
Venue 14,Court 1,2020-04-01,19h05,21h05
Venue 14,Court 1,2020-04-01,21h15,22h20
Venue 15,Court 0,2020-04-01,12h45,18h15
Venue 15,Court 0,2020-04-01,20h10,21h25
Venue 15,Court 0,2020-04-01,21h50,22h50
Venue 15,Court 1,2020-04-01,21h35,22h40
Venue 16,Court 0,2020-04-01,08h05,10h10
Venue 16,Court 0,2020-04-01,21h40,22h50
Venue 16,Court 1,2020-04-01,20h50,22h30
Venue 16,Court 2,2020-04-01,12h05,15h55
Venue 16,Court 2,2020-04-01,18h05,19h15
Venue 16,Court 2,2020-04-01,21h30,22h40
Venue 16,Court 3,2020-04-01,14h05,16h55
Venue 16,Court 3,2020-04-01,20h25,22h15
Venue 17,Court 0,2020-04-01,18h10,19h25
Venue 17,Court 0,2020-04-01,21h50,22h50
Venue 0,Court 0,2020-04-02,19h45,22h30
Venue 1,Court 0,2020-04-02,14h55,22h10
Venue 1,Court 1,2020-04-02,11h15,22h40
Venue 2,Court 0,2020-04-02,15h40,18h15
Venue 2,Court 0,2020-04-02,19h40,21h10
Venue 2,Court 0,2020-04-02,21h30,22h45
Venue 2,Court 1,2020-04-02,21h10,22h45
Venue 2,Court 2,2020-04-02,18h35,22h40
Venue 2,Court 3,2020-04-02,08h40,13h00
Venue 2,Court 3,2020-04-02,19h50,21h45
Venue 2,Court 3,2020-04-02,21h55,22h55
Venue 2,Court 4,2020-04-02,16h20,18h15
Venue 2,Court 4,2020-04-02,18h20,21h35
Venue 2,Court 4,2020-04-02,21h35,22h35
Venue 3,Court 0,2020-04-02,15h15,16h45
Venue 3,Court 0,2020-04-02,18h10,22h25
Venue 3,Court 1,2020-04-02,09h40,13h00
Venue 3,Court 1,2020-04-02,16h00,22h50
Venue 4,Court 0,2020-04-02,11h25,17h00
Venue 4,Court 0,2020-04-02,19h10,21h00
Venue 4,Court 0,2020-04-02,21h50,22h50
Venue 4,Court 1,2020-04-02,16h00,17h10
Venue 4,Court 1,2020-04-02,17h25,18h40
Venue 4,Court 1,2020-04-02,20h55,22h05
Venue 4,Court 2,2020-04-02,16h40,20h35
Venue 4,Court 2,2020-04-02,21h50,22h50
Venue 5,Court 0,2020-04-02,20h35,21h55
Venue 5,Court 0,2020-04-02,21h55,22h55
Venue 5,Court 1,2020-04-02,18h30,22h30
Venue 6,Court 0,2020-04-02,19h15,21h15
Venue 6,Court 0,2020-04-02,21h20,22h45
Venue 6,Court 1,2020-04-02,09h55,19h15
Venue 6,Court 1,2020-04-02,19h30,22h05
Venue 6,Court 2,2020-04-02,20h00,21h05
Venue 6,Court 2,2020-04-02,21h10,22h40
Venue 7,Court 0,2020-04-02,18h35,22h00
Venue 7,Court 1,2020-04-02,12h10,15h40
Venue 7,Court 1,2020-04-02,17h55,19h55
Venue 7,Court 1,2020-04-02,20h25,21h45
Venue 7,Court 1,2020-04-02,21h45,22h45
Venue 7,Court 2,2020-04-02,21h55,22h55
Venue 8,Court 0,2020-04-02,09h40,15h00
Venue 8,Court 0,2020-04-02,17h05,18h05
Venue 8,Court 0,2020-04-02,21h10,22h25
Venue 8,Court 1,2020-04-02,14h45,19h00
Venue 8,Court 1,2020-04-02,19h30,21h35
Venue 8,Court 1,2020-04-02,21h50,22h50
Venue 9,Court 0,2020-04-02,08h15,10h20
Venue 9,Court 0,2020-04-02,15h25,17h05
Venue 9,Court 0,2020-04-02,21h45,22h50
Venue 9,Court 1,2020-04-02,15h10,18h20
Venue 9,Court 1,2020-04-02,20h00,21h45
Venue 9,Court 1,2020-04-02,21h50,22h50
Venue 10,Court 0,2020-04-02,18h05,21h00
Venue 10,Court 0,2020-04-02,21h30,22h30
Venue 10,Court 1,2020-04-02,09h20,11h20
Venue 10,Court 1,2020-04-02,13h15,15h10
Venue 10,Court 1,2020-04-02,19h25,22h10
Venue 11,Court 0,2020-04-02,11h35,22h05
Venue 12,Court 0,2020-04-02,20h40,22h50
Venue 12,Court 1,2020-04-02,21h00,22h50
Venue 12,Court 2,2020-04-02,08h10,19h10
Venue 12,Court 2,2020-04-02,20h05,21h50
Venue 12,Court 2,2020-04-02,21h50,22h50
Venue 13,Court 0,2020-04-02,20h40,22h00
Venue 14,Court 0,2020-04-02,19h20,21h40
Venue 14,Court 0,2020-04-02,21h45,22h45
Venue 14,Court 1,2020-04-02,16h05,17h10
Venue 14,Court 1,2020-04-02,17h55,20h05
Venue 14,Court 1,2020-04-02,21h10,22h15
Venue 15,Court 0,2020-04-02,12h45,21h10
Venue 15,Court 0,2020-04-02,21h55,22h55
Venue 15,Court 1,2020-04-02,14h05,16h10
Venue 15,Court 1,2020-04-02,17h15,22h25
Venue 16,Court 0,2020-04-02,20h10,21h25
Venue 16,Court 0,2020-04-02,21h45,22h50
Venue 16,Court 1,2020-04-02,21h25,22h40
Venue 16,Court 2,2020-04-02,13h55,19h25
Venue 16,Court 2,2020-04-02,20h40,22h00
Venue 16,Court 3,2020-04-02,11h35,16h35
Venue 16,Court 3,2020-04-02,20h40,22h20
Venue 17,Court 0,2020-04-02,09h15,11h55
Venue 17,Court 0,2020-04-02,20h25,21h55
Venue 17,Court 0,2020-04-02,21h55,22h55
Venue 0,Court 0,2020-04-03,12h15,20h20
Venue 0,Court 0,2020-04-03,21h00,22h20
Venue 1,Court 0,2020-04-03,17h45,22h10
Venue 1,Court 1,2020-04-03,17h40,21h50
Venue 1,Court 1,2020-04-03,21h50,22h50
Venue 2,Court 0,2020-04-03,18h45,22h10
Venue 2,Court 1,2020-04-03,21h20,22h20
Venue 2,Court 2,2020-04-03,21h10,22h45
Venue 2,Court 3,2020-04-03,09h55,18h50
Venue 2,Court 3,2020-04-03,21h55,22h55
Venue 2,Court 4,2020-04-03,10h30,20h10
Venue 2,Court 4,2020-04-03,21h05,22h10
Venue 3,Court 0,2020-04-03,20h10,22h10
Venue 3,Court 1,2020-04-03,21h05,22h10
Venue 4,Court 0,2020-04-03,12h55,15h10
Venue 4,Court 0,2020-04-03,17h25,18h45
Venue 4,Court 0,2020-04-03,19h10,22h45
Venue 4,Court 1,2020-04-03,13h05,17h05
Venue 4,Court 1,2020-04-03,18h15,20h40
Venue 4,Court 1,2020-04-03,21h35,22h45
Venue 4,Court 2,2020-04-03,09h25,14h50
Venue 4,Court 2,2020-04-03,19h55,22h35
Venue 5,Court 0,2020-04-03,08h55,19h25
Venue 5,Court 0,2020-04-03,21h10,22h35
Venue 5,Court 1,2020-04-03,15h40,22h20
Venue 6,Court 0,2020-04-03,08h35,14h20
Venue 6,Court 0,2020-04-03,16h20,20h00
Venue 6,Court 0,2020-04-03,21h00,22h45
Venue 6,Court 1,2020-04-03,17h50,19h45
Venue 6,Court 1,2020-04-03,20h45,21h50
Venue 6,Court 1,2020-04-03,21h50,22h50
Venue 6,Court 2,2020-04-03,20h20,21h40
Venue 6,Court 2,2020-04-03,21h55,22h55
Venue 7,Court 0,2020-04-03,10h20,17h00
Venue 7,Court 0,2020-04-03,18h40,20h55
Venue 7,Court 0,2020-04-03,21h00,22h25
Venue 7,Court 1,2020-04-03,14h25,22h50
Venue 7,Court 2,2020-04-03,12h15,20h50
Venue 7,Court 2,2020-04-03,21h50,22h50
Venue 8,Court 0,2020-04-03,08h05,14h20
Venue 8,Court 0,2020-04-03,18h55,22h40
Venue 8,Court 1,2020-04-03,08h05,22h05
Venue 9,Court 0,2020-04-03,12h00,20h55
Venue 9,Court 0,2020-04-03,21h20,22h30
Venue 9,Court 1,2020-04-03,13h20,17h10
Venue 9,Court 1,2020-04-03,19h50,22h35
Venue 10,Court 0,2020-04-03,09h00,14h15
Venue 10,Court 0,2020-04-03,18h15,20h15
Venue 10,Court 0,2020-04-03,20h15,21h20
Venue 10,Court 0,2020-04-03,21h40,22h45
Venue 10,Court 1,2020-04-03,10h35,19h15
Venue 10,Court 1,2020-04-03,21h50,22h50
Venue 11,Court 0,2020-04-03,11h30,20h50
Venue 11,Court 0,2020-04-03,21h10,22h10
Venue 12,Court 0,2020-04-03,18h00,19h40
Venue 12,Court 0,2020-04-03,20h10,21h25
Venue 12,Court 0,2020-04-03,21h35,22h50
Venue 12,Court 1,2020-04-03,17h55,21h20
Venue 12,Court 1,2020-04-03,21h55,22h55
Venue 12,Court 2,2020-04-03,09h00,11h35
Venue 12,Court 2,2020-04-03,15h55,21h05
Venue 12,Court 2,2020-04-03,21h35,22h50
Venue 13,Court 0,2020-04-03,17h15,21h30
Venue 13,Court 0,2020-04-03,21h35,22h45
Venue 14,Court 0,2020-04-03,16h50,18h40
Venue 14,Court 0,2020-04-03,18h45,22h50
Venue 14,Court 1,2020-04-03,19h00,21h10
Venue 14,Court 1,2020-04-03,21h20,22h45
Venue 15,Court 0,2020-04-03,18h55,22h45
Venue 15,Court 1,2020-04-03,14h10,21h55
Venue 15,Court 1,2020-04-03,21h55,22h55
Venue 16,Court 0,2020-04-03,17h45,19h30
Venue 16,Court 0,2020-04-03,20h15,21h40
Venue 16,Court 0,2020-04-03,21h45,22h45
Venue 16,Court 1,2020-04-03,17h05,18h15
Venue 16,Court 1,2020-04-03,20h00,21h15
Venue 16,Court 1,2020-04-03,21h35,22h50
Venue 16,Court 2,2020-04-03,17h45,20h50
Venue 16,Court 2,2020-04-03,21h25,22h50
Venue 16,Court 3,2020-04-03,10h30,13h30
Venue 16,Court 3,2020-04-03,20h30,22h00
Venue 17,Court 0,2020-04-03,18h35,21h40
Venue 17,Court 0,2020-04-03,21h50,22h50
Venue 0,Court 0,2020-04-04,11h40,19h25
Venue 0,Court 0,2020-04-04,19h30,21h25
Venue 0,Court 0,2020-04-04,21h45,22h50
Venue 1,Court 0,2020-04-04,20h00,21h55
Venue 1,Court 0,2020-04-04,21h55,22h55
Venue 1,Court 1,2020-04-04,16h15,19h15
Venue 1,Court 1,2020-04-04,20h10,22h00
Venue 2,Court 0,2020-04-04,10h10,21h30
Venue 2,Court 0,2020-04-04,21h45,22h50
Venue 2,Court 1,2020-04-04,14h15,16h10
Venue 2,Court 1,2020-04-04,17h50,19h40
Venue 2,Court 1,2020-04-04,19h50,21h15
Venue 2,Court 1,2020-04-04,21h50,22h50
Venue 2,Court 2,2020-04-04,21h30,22h35
Venue 2,Court 3,2020-04-04,11h05,16h45
Venue 2,Court 3,2020-04-04,20h30,22h05
Venue 2,Court 4,2020-04-04,21h40,22h50
Venue 3,Court 0,2020-04-04,21h35,22h40
Venue 3,Court 1,2020-04-04,18h35,20h00
Venue 3,Court 1,2020-04-04,20h00,21h40
Venue 3,Court 1,2020-04-04,21h55,22h55
Venue 4,Court 0,2020-04-04,15h55,17h35
Venue 4,Court 0,2020-04-04,17h35,20h00
Venue 4,Court 0,2020-04-04,21h30,22h40
Venue 4,Court 1,2020-04-04,15h20,22h10
Venue 4,Court 2,2020-04-04,18h25,20h55
Venue 4,Court 2,2020-04-04,21h30,22h40
Venue 5,Court 0,2020-04-04,16h30,22h00
Venue 5,Court 1,2020-04-04,15h00,17h20
Venue 5,Court 1,2020-04-04,18h55,20h20
Venue 5,Court 1,2020-04-04,21h15,22h20
Venue 6,Court 0,2020-04-04,14h35,17h25
Venue 6,Court 0,2020-04-04,17h50,22h00
Venue 6,Court 1,2020-04-04,08h05,16h25
Venue 6,Court 1,2020-04-04,17h55,21h40
Venue 6,Court 1,2020-04-04,21h40,22h40
Venue 6,Court 2,2020-04-04,13h35,20h35
Venue 6,Court 2,2020-04-04,21h20,22h35
Venue 7,Court 0,2020-04-04,18h20,20h00
Venue 7,Court 0,2020-04-04,20h40,22h50
Venue 7,Court 1,2020-04-04,11h00,21h25
Venue 7,Court 1,2020-04-04,21h55,22h55
Venue 7,Court 2,2020-04-04,13h25,17h00
Venue 7,Court 2,2020-04-04,19h35,22h20
Venue 8,Court 0,2020-04-04,08h30,21h20
Venue 8,Court 0,2020-04-04,21h20,22h20
Venue 8,Court 1,2020-04-04,14h30,22h05
Venue 9,Court 0,2020-04-04,09h30,15h10
Venue 9,Court 0,2020-04-04,15h45,21h40
Venue 9,Court 0,2020-04-04,21h45,22h45
Venue 9,Court 1,2020-04-04,17h40,22h45
Venue 10,Court 0,2020-04-04,17h10,22h20
Venue 10,Court 1,2020-04-04,17h25,18h35
Venue 10,Court 1,2020-04-04,19h05,21h20
Venue 10,Court 1,2020-04-04,21h35,22h45
Venue 11,Court 0,2020-04-04,17h55,20h45
Venue 11,Court 0,2020-04-04,21h20,22h30
Venue 12,Court 0,2020-04-04,18h05,19h55
Venue 12,Court 0,2020-04-04,21h55,22h55
Venue 12,Court 1,2020-04-04,18h30,21h35
Venue 12,Court 1,2020-04-04,21h45,22h45
Venue 12,Court 2,2020-04-04,08h20,12h20
Venue 12,Court 2,2020-04-04,17h15,22h00
Venue 13,Court 0,2020-04-04,19h10,22h25
Venue 14,Court 0,2020-04-04,08h55,16h00
Venue 14,Court 0,2020-04-04,18h35,21h55
Venue 14,Court 0,2020-04-04,21h55,22h55
Venue 14,Court 1,2020-04-04,16h45,18h55
Venue 14,Court 1,2020-04-04,21h45,22h50
Venue 15,Court 0,2020-04-04,20h35,22h20
Venue 15,Court 1,2020-04-04,14h45,18h40
Venue 15,Court 1,2020-04-04,21h10,22h30
Venue 16,Court 0,2020-04-04,18h50,20h00
Venue 16,Court 0,2020-04-04,20h15,22h40
Venue 16,Court 1,2020-04-04,20h15,22h40
Venue 16,Court 2,2020-04-04,18h35,20h20
Venue 16,Court 2,2020-04-04,21h00,22h15
Venue 16,Court 3,2020-04-04,11h25,21h40
Venue 16,Court 3,2020-04-04,21h50,22h50
Venue 17,Court 0,2020-04-04,16h35,20h10
Venue 17,Court 0,2020-04-04,21h45,22h50
Venue 0,Court 0,2020-04-05,21h35,22h50
Venue 1,Court 0,2020-04-05,18h20,20h20
Venue 1,Court 0,2020-04-05,21h00,22h45
Venue 1,Court 1,2020-04-05,16h55,21h00
Venue 1,Court 1,2020-04-05,21h55,22h55
Venue 2,Court 0,2020-04-05,20h40,22h25
Venue 2,Court 1,2020-04-05,21h45,22h50
Venue 2,Court 2,2020-04-05,16h50,18h20
Venue 2,Court 2,2020-04-05,21h00,22h40
Venue 2,Court 3,2020-04-05,19h40,20h50
Venue 2,Court 3,2020-04-05,21h40,22h45
Venue 2,Court 4,2020-04-05,10h30,21h10
Venue 2,Court 4,2020-04-05,21h25,22h40
Venue 3,Court 0,2020-04-05,09h10,15h05
Venue 3,Court 0,2020-04-05,17h40,19h10
Venue 3,Court 0,2020-04-05,19h40,21h00
Venue 3,Court 0,2020-04-05,21h30,22h40
Venue 3,Court 1,2020-04-05,10h35,18h05
Venue 3,Court 1,2020-04-05,21h15,22h15
Venue 4,Court 0,2020-04-05,19h25,21h20
Venue 4,Court 0,2020-04-05,21h40,22h40
Venue 4,Court 1,2020-04-05,15h55,17h55
Venue 4,Court 1,2020-04-05,20h55,22h35
Venue 4,Court 2,2020-04-05,15h50,17h15
Venue 4,Court 2,2020-04-05,21h15,22h25
Venue 5,Court 0,2020-04-05,17h20,20h30
Venue 5,Court 0,2020-04-05,20h35,22h00
Venue 5,Court 1,2020-04-05,17h30,19h10
Venue 5,Court 1,2020-04-05,19h55,21h00
Venue 5,Court 1,2020-04-05,21h40,22h50
Venue 6,Court 0,2020-04-05,08h00,18h55
Venue 6,Court 0,2020-04-05,19h35,21h05
Venue 6,Court 0,2020-04-05,21h20,22h40
Venue 6,Court 1,2020-04-05,08h35,19h20
Venue 6,Court 1,2020-04-05,20h20,22h25
Venue 6,Court 2,2020-04-05,14h55,19h00
Venue 6,Court 2,2020-04-05,19h50,21h30
Venue 6,Court 2,2020-04-05,21h30,22h30
Venue 7,Court 0,2020-04-05,15h45,18h50
Venue 7,Court 0,2020-04-05,21h10,22h15
Venue 7,Court 1,2020-04-05,12h55,19h25
Venue 7,Court 1,2020-04-05,19h40,22h25
Venue 7,Court 2,2020-04-05,19h30,20h45
Venue 7,Court 2,2020-04-05,20h45,21h55
Venue 7,Court 2,2020-04-05,21h55,22h55
Venue 8,Court 0,2020-04-05,20h20,22h15
Venue 8,Court 1,2020-04-05,17h30,20h20
Venue 8,Court 1,2020-04-05,21h20,22h20
Venue 9,Court 0,2020-04-05,08h55,14h00
Venue 9,Court 0,2020-04-05,14h35,21h15
Venue 9,Court 0,2020-04-05,21h25,22h25
Venue 9,Court 1,2020-04-05,15h05,17h45
Venue 9,Court 1,2020-04-05,18h40,22h00
Venue 10,Court 0,2020-04-05,21h45,22h45
Venue 10,Court 1,2020-04-05,13h20,19h45
Venue 10,Court 1,2020-04-05,19h50,21h40
Venue 10,Court 1,2020-04-05,21h55,22h55
Venue 11,Court 0,2020-04-05,16h45,20h35
Venue 11,Court 0,2020-04-05,20h45,22h00
Venue 12,Court 0,2020-04-05,15h35,21h00
Venue 12,Court 0,2020-04-05,21h50,22h50
Venue 12,Court 1,2020-04-05,10h00,21h50
Venue 12,Court 1,2020-04-05,21h55,22h55
Venue 12,Court 2,2020-04-05,17h05,19h55
Venue 12,Court 2,2020-04-05,20h45,22h25
Venue 13,Court 0,2020-04-05,14h20,16h30
Venue 13,Court 0,2020-04-05,19h40,20h50
Venue 13,Court 0,2020-04-05,20h55,22h45
Venue 14,Court 0,2020-04-05,14h55,22h40
Venue 14,Court 1,2020-04-05,09h30,18h55
Venue 14,Court 1,2020-04-05,21h15,22h30
Venue 15,Court 0,2020-04-05,17h45,20h25
Venue 15,Court 0,2020-04-05,21h05,22h50
Venue 15,Court 1,2020-04-05,16h55,18h35
Venue 15,Court 1,2020-04-05,21h05,22h25
Venue 16,Court 0,2020-04-05,08h30,12h50
Venue 16,Court 0,2020-04-05,20h20,22h15
Venue 16,Court 1,2020-04-05,21h25,22h45
Venue 16,Court 2,2020-04-05,14h50,22h25
Venue 16,Court 3,2020-04-05,16h10,21h55
Venue 16,Court 3,2020-04-05,21h55,22h55
Venue 17,Court 0,2020-04-05,21h55,22h55
Venue 0,Court 0,2020-04-06,17h15,22h35
Venue 1,Court 0,2020-04-06,12h05,21h35
Venue 1,Court 0,2020-04-06,21h45,22h50
Venue 1,Court 1,2020-04-06,09h25,15h25
Venue 1,Court 1,2020-04-06,18h15,20h15
Venue 1,Court 1,2020-04-06,20h40,21h50
Venue 1,Court 1,2020-04-06,21h50,22h50
Venue 2,Court 0,2020-04-06,14h10,20h20
Venue 2,Court 0,2020-04-06,21h55,22h55
Venue 2,Court 1,2020-04-06,21h10,22h10
Venue 2,Court 2,2020-04-06,16h40,19h20
Venue 2,Court 2,2020-04-06,21h20,22h40
Venue 2,Court 3,2020-04-06,09h05,10h05
Venue 2,Court 3,2020-04-06,18h15,19h25
Venue 2,Court 3,2020-04-06,20h45,21h55
Venue 2,Court 3,2020-04-06,21h55,22h55
Venue 2,Court 4,2020-04-06,13h55,16h35
Venue 2,Court 4,2020-04-06,19h05,20h40
Venue 2,Court 4,2020-04-06,20h50,22h40
Venue 3,Court 0,2020-04-06,10h45,22h00
Venue 3,Court 1,2020-04-06,09h15,16h45
Venue 3,Court 1,2020-04-06,19h45,21h55
Venue 3,Court 1,2020-04-06,21h55,22h55
Venue 4,Court 0,2020-04-06,16h55,20h40
Venue 4,Court 0,2020-04-06,21h05,22h40
Venue 4,Court 1,2020-04-06,09h30,15h45
Venue 4,Court 1,2020-04-06,18h05,19h40
Venue 4,Court 1,2020-04-06,21h20,22h35
Venue 4,Court 2,2020-04-06,18h30,22h30
Venue 5,Court 0,2020-04-06,08h50,11h35
Venue 5,Court 0,2020-04-06,13h45,16h45
Venue 5,Court 0,2020-04-06,20h55,22h50
Venue 5,Court 1,2020-04-06,08h55,14h05
Venue 5,Court 1,2020-04-06,15h15,19h40
Venue 5,Court 1,2020-04-06,19h55,22h45
Venue 6,Court 0,2020-04-06,13h45,18h35
Venue 6,Court 0,2020-04-06,19h05,21h20
Venue 6,Court 0,2020-04-06,21h20,22h20
Venue 6,Court 1,2020-04-06,20h25,22h35
Venue 6,Court 2,2020-04-06,11h30,15h35
Venue 6,Court 2,2020-04-06,18h40,22h40
Venue 7,Court 0,2020-04-06,18h10,20h20
Venue 7,Court 0,2020-04-06,21h55,22h55
Venue 7,Court 1,2020-04-06,14h25,20h40
Venue 7,Court 1,2020-04-06,21h25,22h35
Venue 7,Court 2,2020-04-06,19h20,22h25
Venue 8,Court 0,2020-04-06,12h50,18h30
Venue 8,Court 0,2020-04-06,18h45,19h45
Venue 8,Court 0,2020-04-06,21h30,22h40
Venue 8,Court 1,2020-04-06,13h20,14h45
Venue 8,Court 1,2020-04-06,16h30,19h45
Venue 8,Court 1,2020-04-06,20h40,22h00
Venue 9,Court 0,2020-04-06,14h10,18h15
Venue 9,Court 0,2020-04-06,19h55,21h10
Venue 9,Court 0,2020-04-06,21h15,22h25
Venue 9,Court 1,2020-04-06,19h10,21h40
Venue 9,Court 1,2020-04-06,21h50,22h50
Venue 10,Court 0,2020-04-06,15h30,20h35
Venue 10,Court 0,2020-04-06,21h45,22h45
Venue 10,Court 1,2020-04-06,18h05,21h30
Venue 10,Court 1,2020-04-06,21h55,22h55
Venue 11,Court 0,2020-04-06,12h35,20h15
Venue 11,Court 0,2020-04-06,21h55,22h55
Venue 12,Court 0,2020-04-06,08h55,16h40
Venue 12,Court 0,2020-04-06,16h45,19h20
Venue 12,Court 0,2020-04-06,21h20,22h20
Venue 12,Court 1,2020-04-06,10h40,12h10
Venue 12,Court 1,2020-04-06,13h20,21h50
Venue 12,Court 1,2020-04-06,21h50,22h50
Venue 12,Court 2,2020-04-06,12h00,21h15
Venue 12,Court 2,2020-04-06,21h25,22h25
Venue 13,Court 0,2020-04-06,21h35,22h40
Venue 14,Court 0,2020-04-06,17h45,22h45
Venue 14,Court 1,2020-04-06,17h10,18h30
Venue 14,Court 1,2020-04-06,18h30,22h10
Venue 15,Court 0,2020-04-06,17h20,19h30
Venue 15,Court 0,2020-04-06,20h15,22h45
Venue 15,Court 1,2020-04-06,10h00,18h10
Venue 15,Court 1,2020-04-06,21h15,22h30
Venue 16,Court 0,2020-04-06,19h05,20h55
Venue 16,Court 0,2020-04-06,21h25,22h30
Venue 16,Court 1,2020-04-06,08h35,10h55
